RaceName,AgeGroup,CountyName,Sex,participation,count
Caucasian,30-44,ST. CLAIR,M,M,3
Caucasian,65+,ST. JOSEPH,M,E,2
Caucasian,65+,GRATIOT,F,M,2
Caucasian,30-44,GENESEE,M,Y,8
Unknown,18-29,BERRIEN,F,A,3
Unknown,45-64,WASHTENAW,M,Y,9
Caucasian,65+,OTSEGO,M,M,2
Hispanic,45-64,OAKLAND,F,Y,4
Caucasian,45-64,MASON,M,M,1
Hispanic,45-64,WAYNE,M,M,17
Hispanic,45-64,ST. CLAIR,M,E,4
Caucasian,65+,MIDLAND,F,Y,4
Asian,30-44,KENT,F,M,4
Hispanic,65+,MANISTEE,F,P,4
Caucasian,45-64,KALAMAZOO,M,P,1296
Caucasian,30-44,OTTAWA,F,P,13801
Caucasian,30-44,LAPEER,F,A,1089
Black,65+,OAKLAND,F,A,108523
Hispanic,30-44,EATON,F,P,399
Black,45-64,WASHTENAW,M,A,4264
Black,18-29,MUSKEGON,F,P,1355
Caucasian,30-44,BAY,M,P,4948
Unknown,18-29,LEELANAU,M,P,1
Caucasian,30-44,OSCEOLA,F,P,548
Asian,30-44,KALAMAZOO,F,P,175
Hispanic,45-64,OCEANA,F,P,72
Caucasian,65+,LAPEER,F,Y,4
Caucasian,45-64,MASON,F,A,164
Caucasian,45-64,WASHTENAW,F,E,18
Caucasian,18-29,SANILAC,F,P,571
Caucasian,45-64,MUSKEGON,M,Y,3
Caucasian,65+,WASHTENAW,M,E,10
Asian,45-64,KALAMAZOO,M,P,205
Caucasian,45-64,WAYNE,F,M,29
Asian,18-29,MECOSTA,M,A,1
Unknown,45-64,KALAMAZOO,M,A,208
Caucasian,30-44,MARQUETTE,M,M,29
Unknown,45-64,IRON,F,A,1
Black,30-44,KALAMAZOO,F,M,18
Caucasian,30-44,SAGINAW,M,Y,3
Hispanic,30-44,HOUGHTON,M,P,14
Caucasian,30-44,EMMET,F,M,3
Hispanic,30-44,SHIAWASSEE,F,P,71
Black,18-29,LAPEER,F,A,1
Caucasian,30-44,CALHOUN,M,E,13
Caucasian,18-29,OGEMAW,F,M,1
Unknown,18-29,CHEBOYGAN,M,P,1
Asian,65+,MACOMB,M,E,17
Hispanic,45-64,IRON,M,P,1
Asian,65+,BAY,F,A,5
Black,45-64,OAKLAND,F,A,118278
Caucasian,45-64,GRAND TRAVERSE,F,A,1005
Caucasian,18-29,MONROE,F,P,3475
Black,45-64,WASHTENAW,M,P,4338
Caucasian,65+,MARQUETTE,F,A,547
Caucasian,18-29,WASHTENAW,F,M,92
Caucasian,45-64,BARAGA,F,P,46
Caucasian,65+,LENAWEE,M,P,242
Caucasian,65+,SANILAC,F,A,312
Caucasian,45-64,TUSCOLA,F,P,334
Hispanic,65+,INGHAM,M,A,586
Caucasian,18-29,ROSCOMMON,F,A,160
Caucasian,18-29,LAPEER,F,A,1030
Black,30-44,ALGER,F,P,11
Asian,18-29,KENT,M,P,383
Caucasian,65+,OSCODA,F,P,39
Unknown,65+,BERRIEN,F,A,45
Hispanic,30-44,JACKSON,F,A,139
Caucasian,30-44,ANTRIM,F,Y,1
Hispanic,18-29,MASON,F,P,39
Caucasian,30-44,CHARLEVOIX,F,M,2
Hispanic,45-64,SANILAC,M,P,39
Hispanic,30-44,DELTA,M,P,21
Asian,45-64,WASHTENAW,M,E,27
Hispanic,45-64,MANISTEE,F,P,19
Caucasian,18-29,CLINTON,M,E,1
Black,45-64,OTSEGO,M,P,16
Asian,45-64,WASHTENAW,F,E,2
Asian,65+,ISABELLA,F,A,2
Asian,65+,GENESEE,F,A,52
Caucasian,30-44,MANISTEE,F,M,1
Black,65+,ALGER,F,P,1
Caucasian,45-64,TUSCOLA,M,P,226
Asian,18-29,WASHTENAW,M,A,2738
Caucasian,30-44,KENT,M,E,66
Unknown,18-29,WAYNE,F,A,2478
Black,18-29,MUSKEGON,M,P,895
Caucasian,65+,BARRY,M,P,93
Unknown,65+,ISABELLA,F,A,6
Caucasian,18-29,MARQUETTE,F,P,2496
Caucasian,30-44,INGHAM,M,Y,62
Caucasian,45-64,CHEBOYGAN,M,P,84
Caucasian,65+,IONIA,M,P,148
Hispanic,18-29,ALLEGAN,F,A,247
Hispanic,65+,SANILAC,F,A,1
Black,65+,MUSKEGON,F,P,362
Black,45-64,KENT,M,Y,2
Caucasian,18-29,KALKASKA,F,A,95
Caucasian,45-64,OSCEOLA,M,A,60
Caucasian,18-29,MIDLAND,M,M,1
Caucasian,65+,MASON,M,M,2
Hispanic,18-29,ROSCOMMON,F,A,1
Hispanic,30-44,NEWAYGO,F,P,106
Hispanic,18-29,ST. JOSEPH,M,P,152
Unknown,18-29,LENAWEE,M,P,54
Caucasian,65+,LIVINGSTON,M,E,17
Hispanic,30-44,EMMET,M,P,10
Black,18-29,ST. JOSEPH,F,A,1
Unknown,30-44,WASHTENAW,F,M,17
Black,45-64,ST. CLAIR,F,E,1
Caucasian,30-44,GRATIOT,F,Y,1
Unknown,45-64,CHEBOYGAN,F,P,1
Unknown,45-64,MANISTEE,M,P,2
Caucasian,30-44,SHIAWASSEE,F,E,1
Black,65+,IONIA,F,P,1
Caucasian,18-29,LENAWEE,M,M,9
Unknown,30-44,MACOMB,M,P,2350
Black,65+,MUSKEGON,F,A,833
Caucasian,30-44,MARQUETTE,M,A,1286
Caucasian,45-64,LAPEER,M,A,482
Hispanic,45-64,OTTAWA,F,A,1413
Caucasian,45-64,IOSCO,F,P,143
Caucasian,18-29,IONIA,M,P,1030
Asian,65+,MACOMB,M,A,961
Caucasian,30-44,GOGEBIC,F,P,471
Hispanic,65+,ALLEGAN,M,A,51
Black,45-64,EATON,F,A,565
Asian,45-64,BERRIEN,F,P,105
Unknown,18-29,LENAWEE,F,P,33
Caucasian,65+,CLINTON,F,M,2
Black,45-64,OTTAWA,F,A,257
Unknown,18-29,MONROE,M,P,4
Hispanic,18-29,OAKLAND,F,E,3
Hispanic,45-64,GRAND TRAVERSE,F,A,7
Black,30-44,ALLEGAN,F,A,14
Hispanic,18-29,OAKLAND,F,M,9
Black,18-29,KALAMAZOO,M,Y,1
Black,18-29,HILLSDALE,M,P,16
Black,18-29,SAGINAW,U,A,4
Black,65+,LEELANAU,F,P,9
Asian,30-44,ISABELLA,F,A,9
Caucasian,30-44,WAYNE,M,P,44805
Black,45-64,MACOMB,M,P,13621
Hispanic,18-29,OAKLAND,F,A,2208
Black,45-64,ALGER,F,P,11
Caucasian,45-64,BARRY,M,A,195
Asian,65+,MACOMB,M,P,873
Caucasian,30-44,SAGINAW,F,M,3
Unknown,45-64,SAGINAW,F,P,408
Caucasian,65+,VAN BUREN,F,P,219
Hispanic,18-29,OCEANA,F,A,39
Caucasian,45-64,LAKE,M,A,21
Hispanic,30-44,ST. CLAIR,F,A,83
Black,65+,EATON,F,P,69
Hispanic,45-64,VAN BUREN,M,A,107
Caucasian,30-44,SAGINAW,M,M,7
Caucasian,30-44,GENESEE,F,M,16
Caucasian,18-29,WASHTENAW,U,A,12
Asian,30-44,ALLEGAN,F,A,1
Hispanic,45-64,GRATIOT,F,A,27
Hispanic,45-64,ISABELLA,M,Y,9
Asian,45-64,INGHAM,M,Y,2
Unknown,30-44,WASHTENAW,F,E,2
Caucasian,18-29,KALAMAZOO,F,M,2
Caucasian,45-64,MONROE,F,M,1
Caucasian,30-44,ROSCOMMON,F,Y,4
Caucasian,30-44,MENOMINEE,M,M,1
Caucasian,65+,KALAMAZOO,F,M,5
Caucasian,45-64,BAY,M,M,1
Caucasian,45-64,BAY,M,E,1
Caucasian,65+,IONIA,F,M,1
Hispanic,18-29,MASON,M,P,5
Black,30-44,BARRY,M,P,1
Caucasian,65+,MACKINAC,M,M,1
Native American,45-64,EMMET,F,P,9
Caucasian,65+,ARENAC,M,E,1
Hispanic,65+,SHIAWASSEE,F,P,1
Caucasian,30-44,LENAWEE,F,A,1724
Caucasian,30-44,EMMET,F,P,1118
Asian,18-29,OAKLAND,M,A,7415
Hispanic,30-44,VAN BUREN,F,A,261
Hispanic,30-44,CALHOUN,F,P,620
Caucasian,45-64,MECOSTA,M,P,142
Caucasian,65+,MUSKEGON,M,P,397
Caucasian,65+,IONIA,F,A,610
Caucasian,65+,MANISTEE,M,A,232
Caucasian,45-64,LAPEER,F,P,523
Hispanic,30-44,LENAWEE,M,A,176
Caucasian,65+,ISABELLA,F,A,422
Caucasian,65+,DELTA,M,P,107
Asian,45-64,SAGINAW,M,P,41
Caucasian,18-29,MACKINAC,F,A,92
Caucasian,18-29,HURON,F,P,452
Caucasian,30-44,MENOMINEE,F,A,108
Asian,65+,WAYNE,M,Y,1
Hispanic,18-29,ISABELLA,F,P,54
Black,18-29,OAKLAND,F,Y,14
Caucasian,45-64,KEWEENAW,M,P,10
Black,30-44,ALLEGAN,M,A,26
Unknown,45-64,DICKINSON,M,A,9
Black,18-29,CASS,F,A,19
Hispanic,30-44,IONIA,M,P,77
Unknown,30-44,BAY,M,A,4
Black,45-64,EATON,M,E,1
Caucasian,18-29,MACOMB,M,E,6
Caucasian,65+,KALKASKA,M,Y,1
Unknown,45-64,MANISTEE,F,A,6
Black,65+,ALLEGAN,F,P,5
Caucasian,18-29,MARQUETTE,F,Y,1
Hispanic,18-29,MANISTEE,M,A,6
Hispanic,30-44,HURON,F,P,45
Unknown,30-44,HILLSDALE,F,P,3
Hispanic,30-44,KALKASKA,M,P,2
Black,18-29,VAN BUREN,M,P,2
Hispanic,18-29,KENT,M,Y,4
Black,18-29,HOUGHTON,M,A,1
Caucasian,65+,ROSCOMMON,F,M,1
Caucasian,30-44,MIDLAND,M,A,888
Hispanic,45-64,OTTAWA,M,A,1166
Caucasian,30-44,INGHAM,F,A,11382
Black,65+,KALAMAZOO,M,A,453
Caucasian,45-64,OTTAWA,M,A,1258
Asian,30-44,WASHTENAW,F,M,73
Black,30-44,EATON,M,P,527
Caucasian,65+,MONTCALM,M,P,135
Caucasian,45-64,MARQUETTE,F,A,492
Black,65+,MACOMB,F,P,1515
Caucasian,45-64,SHIAWASSEE,F,A,529
Hispanic,45-64,CALHOUN,M,A,306
Hispanic,18-29,EATON,F,P,136
Black,30-44,MUSKEGON,M,A,1390
Caucasian,45-64,DICKINSON,M,A,90
Caucasian,65+,ST. JOSEPH,F,P,95
Hispanic,30-44,MIDLAND,M,P,51
Black,18-29,CLINTON,F,A,128
Black,45-64,BRANCH,M,A,11
Black,45-64,BARAGA,F,A,32
Hispanic,45-64,JACKSON,M,A,47
Hispanic,45-64,GRAND TRAVERSE,M,A,5
Black,18-29,MONROE,F,A,53
Hispanic,30-44,LIVINGSTON,F,P,66
Caucasian,65+,MANISTEE,F,M,1
Caucasian,18-29,MIDLAND,F,M,4
Unknown,30-44,CHARLEVOIX,F,A,9
Caucasian,45-64,EATON,M,E,1
Unknown,45-64,INGHAM,F,M,1
Caucasian,45-64,ANTRIM,M,Y,1
Hispanic,30-44,BENZIE,M,P,11
Asian,45-64,INGHAM,M,M,9
Hispanic,45-64,OGEMAW,F,P,1
Hispanic,30-44,MONROE,M,M,1
Black,65+,MACOMB,F,E,1
Caucasian,30-44,LEELANAU,M,M,4
Caucasian,45-64,MONTMORENCY,F,Y,1
Hispanic,18-29,INGHAM,M,A,935
Asian,30-44,OAKLAND,M,A,7938
Black,18-29,WAYNE,M,A,25310
Black,30-44,CLINTON,F,P,71
Caucasian,65+,BRANCH,M,P,71
Caucasian,65+,CHARLEVOIX,M,P,72
Hispanic,18-29,GENESEE,F,A,295
Caucasian,18-29,EATON,M,A,1192
Caucasian,45-64,CRAWFORD,F,P,80
Caucasian,45-64,IRON,F,A,79
Caucasian,65+,MONTMORENCY,F,E,6
Black,45-64,BAY,M,A,29
Hispanic,30-44,INGHAM,F,M,20
Caucasian,18-29,CLARE,M,A,141
Caucasian,45-64,CLARE,M,A,129
Caucasian,30-44,IONIA,F,Y,1
Black,45-64,BAY,M,P,76
Unknown,65+,ISABELLA,F,P,42
Asian,45-64,MACOMB,M,Y,9
Hispanic,65+,GRAND TRAVERSE,M,M,1
Unknown,45-64,ISABELLA,F,E,1
Asian,18-29,CALHOUN,M,A,28
Unknown,45-64,BERRIEN,F,A,45
Unknown,18-29,HOUGHTON,F,P,10
Unknown,30-44,BRANCH,M,A,13
Hispanic,45-64,BRANCH,F,A,5
Hispanic,45-64,KENT,M,E,12
Caucasian,45-64,MUSKEGON,M,E,2
Black,45-64,IONIA,F,P,36
Caucasian,18-29,GENESEE,M,E,1
Asian,45-64,MARQUETTE,M,A,1
Asian,45-64,MUSKEGON,F,A,3
Asian,45-64,MONROE,M,P,9
Caucasian,18-29,MARQUETTE,F,M,10
Hispanic,65+,INGHAM,F,M,1
Unknown,45-64,GOGEBIC,M,A,1
Hispanic,30-44,SAGINAW,F,E,1
Asian,30-44,CLINTON,M,Y,36
Hispanic,45-64,GLADWIN,F,A,16
Caucasian,45-64,MONROE,M,A,1181
Asian,45-64,OAKLAND,M,A,23810
Caucasian,30-44,OTTAWA,F,A,8162
Caucasian,30-44,ALLEGAN,F,A,1955
Caucasian,18-29,INGHAM,F,P,10196
Caucasian,18-29,CHARLEVOIX,F,A,442
Caucasian,30-44,GRATIOT,F,A,305
Unknown,18-29,WASHTENAW,M,A,583
Unknown,45-64,SAGINAW,M,A,208
Caucasian,45-64,HURON,F,P,146
Unknown,18-29,MANISTEE,M,A,1
Unknown,18-29,TUSCOLA,M,P,1
Caucasian,45-64,SHIAWASSEE,M,A,354
Caucasian,18-29,MONTMORENCY,M,A,22
Caucasian,18-29,LUCE,F,A,9
Asian,45-64,OAKLAND,F,E,32
Caucasian,30-44,HOUGHTON,F,M,2
Unknown,18-29,OCEANA,M,A,1
Caucasian,65+,MIDLAND,M,M,2
Hispanic,18-29,MIDLAND,F,A,24
Unknown,45-64,IONIA,F,A,2
Black,65+,LENAWEE,F,A,5
Caucasian,45-64,MECOSTA,F,M,2
Hispanic,18-29,GOGEBIC,F,P,1
Black,30-44,GRATIOT,M,A,5
Asian,30-44,WASHTENAW,M,A,1426
Caucasian,65+,KENT,F,A,4947
Caucasian,30-44,OAKLAND,M,E,317
Caucasian,30-44,ALPENA,F,P,996
Hispanic,30-44,OTTAWA,F,P,4269
Caucasian,45-64,CLINTON,M,P,320
Caucasian,18-29,JACKSON,F,A,1680
Caucasian,30-44,WAYNE,M,Y,89
Caucasian,18-29,IONIA,M,A,296
Asian,18-29,GENESEE,M,P,13
Unknown,18-29,KENT,F,A,828
Caucasian,18-29,BENZIE,F,P,241
Caucasian,45-64,ST. CLAIR,F,M,14
Hispanic,30-44,BERRIEN,F,M,1
Caucasian,65+,MISSAUKEE,M,A,58
Asian,30-44,MUSKEGON,F,P,2
Caucasian,65+,IRON,M,P,28
Caucasian,45-64,INGHAM,F,E,6
Native American,30-44,WAYNE,M,P,1
Asian,18-29,KALAMAZOO,M,P,63
Caucasian,45-64,ST. CLAIR,M,E,3
Unknown,45-64,OCEANA,F,P,9
Hispanic,65+,ANTRIM,M,P,10
Hispanic,65+,KALKASKA,F,A,18
Hispanic,45-64,WAYNE,F,M,3
Caucasian,30-44,ROSCOMMON,F,E,2
Caucasian,45-64,EATON,F,Y,2
Caucasian,30-44,MONTCALM,M,Y,1
Asian,65+,VAN BUREN,M,A,16
Hispanic,30-44,KENT,M,Y,1
Caucasian,45-64,NEWAYGO,M,M,4
Black,65+,GRATIOT,M,P,1
Asian,30-44,WASHTENAW,U,A,10
Hispanic,30-44,KENT,F,P,6897
Caucasian,45-64,GLADWIN,M,A,139
Caucasian,18-29,INGHAM,M,M,40
Caucasian,30-44,GRAND TRAVERSE,F,A,2181
Caucasian,45-64,CLINTON,M,A,507
Caucasian,65+,MONTCALM,M,A,313
Hispanic,45-64,INGHAM,M,A,1417
Caucasian,30-44,ISABELLA,F,A,1043
Caucasian,45-64,ALPENA,F,P,179
Caucasian,30-44,MONROE,F,E,11
Caucasian,45-64,CLINTON,F,E,2
Black,45-64,HURON,M,P,1
Unknown,30-44,JACKSON,F,A,20
Unknown,18-29,BERRIEN,F,P,87
Unknown,30-44,GRAND TRAVERSE,F,A,26
Black,18-29,LAKE,F,P,1
Caucasian,30-44,EMMET,M,E,1
Caucasian,45-64,KALAMAZOO,F,E,16
Caucasian,45-64,KALAMAZOO,M,M,8
Hispanic,65+,SHIAWASSEE,M,P,1
Unknown,45-64,ALPENA,F,A,4
Unknown,18-29,ALLEGAN,M,A,52
Hispanic,65+,TUSCOLA,F,A,17
Caucasian,45-64,BERRIEN,M,E,6
Unknown,30-44,CASS,M,A,26
Black,45-64,GRAND TRAVERSE,M,A,5
Black,18-29,INGHAM,U,P,9
Black,30-44,EATON,M,E,1
Native American,65+,MACKINAC,M,P,1
Unknown,30-44,CLARE,M,P,1
Caucasian,30-44,MACOMB,M,P,41043
Caucasian,30-44,BAY,F,P,6746
Asian,65+,WAYNE,F,P,398
Black,45-64,INGHAM,F,P,3150
Caucasian,18-29,PRESQUE ISLE,F,A,101
Caucasian,65+,GRATIOT,M,A,78
Caucasian,65+,SANILAC,M,A,176
Black,45-64,OAKLAND,M,Y,98
Hispanic,65+,LENAWEE,M,P,147
Hispanic,30-44,MACOMB,F,A,697
Caucasian,45-64,GLADWIN,F,P,155
Hispanic,30-44,LIVINGSTON,F,A,78
Asian,45-64,KALAMAZOO,M,A,181
Caucasian,18-29,CHIPPEWA,F,A,135
Caucasian,45-64,IONIA,M,M,5
Hispanic,30-44,WAYNE,M,E,22
Black,18-29,EATON,M,P,231
Asian,18-29,BERRIEN,F,A,19
Unknown,18-29,IONIA,F,P,14
Asian,65+,SAGINAW,F,P,10
Caucasian,18-29,JACKSON,F,M,4
Hispanic,18-29,GRATIOT,M,P,59
Unknown,45-64,ISABELLA,F,A,95
Caucasian,65+,HILLSDALE,F,M,1
Asian,45-64,MACOMB,F,M,36
Unknown,45-64,OAKLAND,M,M,12
Hispanic,30-44,HILLSDALE,F,A,17
Hispanic,65+,CASS,F,P,2
Caucasian,30-44,CLINTON,F,M,47
Caucasian,30-44,LENAWEE,M,E,1
Asian,45-64,WASHTENAW,U,A,2
Hispanic,65+,BRANCH,M,A,14
Hispanic,65+,OAKLAND,M,M,6
Hispanic,65+,ALCONA,M,P,25
Black,65+,INGHAM,F,Y,1
Asian,18-29,SAGINAW,M,P,1
Asian,18-29,WAYNE,F,M,1
Caucasian,18-29,BRANCH,F,Y,1
Caucasian,65+,WASHTENAW,M,P,747
Caucasian,30-44,WASHTENAW,M,E,116
Unknown,30-44,BAY,F,A,45
Caucasian,30-44,VAN BUREN,M,A,583
Hispanic,45-64,WASHTENAW,F,E,18
Caucasian,65+,OCEANA,F,P,73
Hispanic,65+,SAGINAW,F,P,509
Asian,30-44,MARQUETTE,M,A,37
Caucasian,45-64,BARAGA,M,A,59
Unknown,45-64,SAGINAW,F,A,387
Hispanic,45-64,ST. JOSEPH,F,A,24
Caucasian,45-64,ALGER,F,A,28
Unknown,18-29,BARRY,M,P,1
Unknown,65+,JACKSON,F,P,3
Black,45-64,MACOMB,F,Y,47
Unknown,30-44,WEXFORD,M,Y,1
Caucasian,45-64,GRAND TRAVERSE,M,E,3
Hispanic,18-29,BRANCH,F,A,11
Caucasian,65+,OCEANA,F,M,1
Unknown,30-44,MENOMINEE,F,A,1
Asian,45-64,IONIA,M,P,16
Black,45-64,MUSKEGON,F,M,1
Black,30-44,IOSCO,M,A,16
Caucasian,30-44,GRAND TRAVERSE,M,P,2471
Caucasian,30-44,KENT,F,P,34361
Caucasian,30-44,WAYNE,F,Y,78
Hispanic,65+,GRATIOT,M,P,83
Hispanic,30-44,KALAMAZOO,M,P,780
Black,30-44,CASS,F,P,78
Black,45-64,CALHOUN,F,P,1885
Hispanic,18-29,GENESEE,M,P,425
Hispanic,65+,LAPEER,M,A,19
Hispanic,65+,ST. CLAIR,M,P,39
Caucasian,65+,"",F,A,4
Native American,30-44,CHIPPEWA,F,A,45
Black,30-44,LENAWEE,F,A,26
Caucasian,65+,EMMET,F,Y,1
Caucasian,45-64,EATON,F,E,1
Caucasian,65+,OSCEOLA,M,E,1
Hispanic,45-64,OTTAWA,F,E,10
Unknown,18-29,HOUGHTON,M,A,4
Black,65+,BERRIEN,M,Y,9
Native American,30-44,IONIA,M,P,9
Asian,30-44,KENT,M,E,1
Unknown,45-64,GRAND TRAVERSE,F,A,9
Black,30-44,MACOMB,F,A,17180
Asian,65+,WASHTENAW,F,A,830
Caucasian,18-29,KALAMAZOO,M,P,8873
Asian,65+,WAYNE,M,P,1067
Caucasian,65+,LIVINGSTON,F,P,366
Black,30-44,ST. CLAIR,F,P,435
Caucasian,65+,CRAWFORD,M,P,35
Caucasian,45-64,CASS,M,P,168
Black,30-44,PRESQUE ISLE,M,P,9
Black,18-29,OAKLAND,F,E,49
Unknown,30-44,MARQUETTE,F,A,87
Unknown,18-29,VAN BUREN,F,A,47
Unknown,65+,LENAWEE,F,A,18
Caucasian,45-64,LEELANAU,F,Y,2
Hispanic,18-29,CHARLEVOIX,M,P,10
Native American,30-44,OAKLAND,F,A,13
Hispanic,65+,JACKSON,F,A,10
Asian,18-29,CLINTON,M,P,1
Hispanic,45-64,BERRIEN,F,E,9
Unknown,30-44,WASHTENAW,M,Y,18
Caucasian,65+,OAKLAND,M,A,253540
Caucasian,65+,MACKINAC,M,A,87
Caucasian,65+,OCEANA,M,A,112
Caucasian,45-64,ST. CLAIR,M,M,2
Black,65+,JACKSON,F,A,139
Black,18-29,SAGINAW,M,A,1075
Caucasian,18-29,LENAWEE,M,A,681
Hispanic,30-44,LAPEER,F,P,146
Unknown,45-64,EATON,F,P,70
Asian,30-44,SAGINAW,F,Y,1
Caucasian,65+,SCHOOLCRAFT,F,P,9
Unknown,30-44,SAGINAW,F,A,142
Black,30-44,MISSAUKEE,M,P,2
Unknown,30-44,MACKINAC,F,P,19
Caucasian,18-29,ALGER,F,A,24
Unknown,18-29,SHIAWASSEE,F,P,2
Hispanic,30-44,MIDLAND,M,A,38
Black,30-44,IONIA,M,P,26
Black,45-64,BRANCH,F,E,1
Unknown,30-44,DELTA,F,P,9
Unknown,45-64,ST. CLAIR,F,M,9
Black,18-29,LAKE,F,A,4
Hispanic,18-29,MANISTEE,F,A,13
Unknown,18-29,MONTMORENCY,M,P,1
Asian,18-29,BAY,F,P,36
Caucasian,18-29,VAN BUREN,M,M,1
Unknown,65+,LAKE,M,P,9
Caucasian,30-44,OAKLAND,M,A,102536
Hispanic,65+,CLINTON,F,P,20
Caucasian,18-29,LIVINGSTON,F,A,4915
Hispanic,18-29,OTTAWA,M,A,827
Asian,18-29,WASHTENAW,F,P,857
Caucasian,65+,VAN BUREN,M,P,119
Caucasian,65+,ST. CLAIR,M,E,8
Hispanic,18-29,EATON,F,A,160
Caucasian,65+,CALHOUN,F,Y,1
Caucasian,65+,OSCODA,M,P,34
Black,18-29,MUSKEGON,M,A,511
Asian,65+,KENT,M,P,273
Caucasian,30-44,IOSCO,F,A,170
Caucasian,45-64,ARENAC,F,A,80
Unknown,45-64,MUSKEGON,F,A,63
Caucasian,45-64,SAGINAW,F,E,5
Caucasian,30-44,MARQUETTE,M,Y,6
Unknown,18-29,KALAMAZOO,F,P,317
Black,18-29,IONIA,M,A,1
Caucasian,18-29,LIVINGSTON,F,Y,1
Black,65+,TUSCOLA,F,A,4
Black,30-44,WASHTENAW,M,M,50
Caucasian,65+,EMMET,F,M,1
Caucasian,45-64,VAN BUREN,F,Y,2
Black,45-64,ROSCOMMON,F,A,1
Black,45-64,GOGEBIC,M,P,27
Black,30-44,WEXFORD,F,P,1
Caucasian,18-29,MENOMINEE,M,M,9
Caucasian,65+,OSCODA,F,E,1
Asian,18-29,BARRY,M,A,1
Black,45-64,JACKSON,M,P,542
Black,30-44,INGHAM,F,P,4864
Caucasian,65+,ALGER,F,A,64
Caucasian,18-29,ALPENA,F,A,262
Caucasian,30-44,ISABELLA,M,A,613
Unknown,65+,KENT,F,A,193
Caucasian,30-44,BENZIE,F,A,264
Caucasian,18-29,ISABELLA,F,E,9
Caucasian,65+,KENT,M,M,18
Caucasian,65+,BERRIEN,F,E,15
Hispanic,45-64,VAN BUREN,F,A,276
Black,65+,WAYNE,M,E,27
Caucasian,65+,ANTRIM,M,M,1
Unknown,30-44,OAKLAND,F,Y,15
Black,45-64,WASHTENAW,F,E,41
Caucasian,18-29,OAKLAND,M,Y,46
Native American,45-64,ISABELLA,F,A,2
Caucasian,45-64,SHIAWASSEE,F,Y,1
Unknown,45-64,CASS,M,P,30
Hispanic,45-64,MACOMB,M,Y,1
Caucasian,18-29,ALLEGAN,F,Y,16
Native American,18-29,KENT,F,A,4
Native American,65+,WAYNE,F,A,2
Asian,45-64,KENT,F,M,1
Caucasian,18-29,LAPEER,F,E,9
Caucasian,45-64,BERRIEN,F,P,716
Caucasian,45-64,MACOMB,F,P,7343
Caucasian,45-64,MUSKEGON,F,P,1332
Caucasian,30-44,OAKLAND,M,Y,236
Asian,18-29,OTTAWA,F,P,252
Caucasian,45-64,CASS,M,Y,1
Hispanic,18-29,CALHOUN,F,P,674
Caucasian,65+,SHIAWASSEE,M,P,206
Black,18-29,CALHOUN,M,P,564
Hispanic,45-64,MACOMB,M,A,634
Hispanic,18-29,NEWAYGO,F,P,84
Unknown,18-29,GRAND TRAVERSE,M,P,14
Hispanic,65+,JACKSON,M,P,39
Hispanic,65+,HILLSDALE,M,P,9
Asian,18-29,WASHTENAW,M,M,77
Unknown,18-29,BAY,M,A,1
Caucasian,65+,GENESEE,F,Y,12
Black,18-29,LIVINGSTON,F,P,17
Native American,45-64,MACKINAC,M,P,19
Caucasian,18-29,ST. CLAIR,F,Y,4
Unknown,45-64,LIVINGSTON,M,Y,1
Asian,65+,WAYNE,F,E,1
Caucasian,45-64,EMMET,F,E,2
Hispanic,45-64,SANILAC,F,A,30
Caucasian,18-29,KENT,U,P,1
Caucasian,45-64,JACKSON,F,E,4
Hispanic,18-29,IRON,F,P,1
Unknown,18-29,SHIAWASSEE,M,P,9
Hispanic,30-44,LAKE,F,A,9
Hispanic,18-29,MACOMB,F,E,9
Caucasian,65+,WAYNE,M,A,9262
Caucasian,45-64,WEXFORD,M,P,104
Unknown,18-29,GENESEE,F,A,215
Caucasian,65+,KALAMAZOO,F,E,16
Caucasian,45-64,SAGINAW,F,A,1607
Caucasian,30-44,BARRY,F,A,803
Caucasian,65+,WASHTENAW,M,Y,17
Caucasian,65+,HILLSDALE,M,A,186
Caucasian,45-64,WAYNE,M,E,47
Black,45-64,LAKE,M,A,4
Caucasian,30-44,MISSAUKEE,M,P,180
Unknown,18-29,MARQUETTE,M,A,61
Hispanic,45-64,HOUGHTON,M,A,4
Caucasian,45-64,ALCONA,M,P,29
Black,45-64,SHIAWASSEE,M,A,2
Black,65+,ST. CLAIR,F,E,1
Caucasian,30-44,NEWAYGO,M,Y,1
Black,45-64,OTTAWA,F,P,194
Unknown,45-64,GRATIOT,F,A,27
Asian,18-29,GENESEE,F,P,29
Caucasian,45-64,OCEANA,M,E,1
Caucasian,45-64,LENAWEE,F,E,5
Caucasian,18-29,ALGER,M,A,35
Caucasian,30-44,LEELANAU,F,Y,4
Black,18-29,BARAGA,F,A,4
Asian,30-44,MACOMB,F,M,18
Black,18-29,MASON,M,P,1
Asian,30-44,WAYNE,M,A,4574
Caucasian,65+,SHIAWASSEE,F,A,665
Caucasian,65+,SAGINAW,F,P,600
Caucasian,65+,GENESEE,F,P,1276
Black,65+,BERRIEN,F,A,1062
Caucasian,65+,CLINTON,M,P,176
Caucasian,65+,DICKINSON,F,E,3
Hispanic,65+,CALHOUN,M,A,54
Caucasian,30-44,MONTCALM,M,A,353
Caucasian,30-44,BAY,M,E,11
Caucasian,30-44,LAKE,M,A,41
Hispanic,30-44,MONTCALM,F,A,4
