RaceName,AgeGroup,CountyName,Sex,participation,count
Unknown,45-64,LENAWEE,F,P,85
Caucasian,65+,OTTAWA,M,M,4
Asian,45-64,WAYNE,F,Y,9
Hispanic,65+,CHIPPEWA,F,P,1
Asian,45-64,KALAMAZOO,F,Y,1
Hispanic,65+,ANTRIM,F,A,1
Black,30-44,"",M,A,1
Black,18-29,ALLEGAN,M,P,1
Caucasian,30-44,CASS,F,P,1207
Caucasian,30-44,MONTCALM,F,P,1852
Unknown,45-64,OTTAWA,M,P,250
Caucasian,30-44,BENZIE,F,P,523
Caucasian,65+,OCEANA,F,A,207
Caucasian,45-64,KALKASKA,F,P,109
Unknown,45-64,WASHTENAW,F,P,626
Caucasian,45-64,BARRY,M,P,203
Caucasian,45-64,LENAWEE,M,P,469
Hispanic,18-29,WASHTENAW,M,A,1122
Caucasian,45-64,BRANCH,M,P,122
Caucasian,18-29,OGEMAW,M,P,220
Caucasian,65+,LEELANAU,F,A,361
Caucasian,30-44,CLARE,F,A,183
Caucasian,45-64,KENT,F,E,12
Caucasian,30-44,ALGER,F,P,177
Hispanic,18-29,ST. JOSEPH,F,P,137
Caucasian,45-64,CALHOUN,M,M,2
Black,45-64,ST. JOSEPH,F,A,5
Caucasian,65+,ALGER,F,Y,1
Asian,30-44,WAYNE,F,M,9
Hispanic,45-64,MASON,M,E,9
Caucasian,45-64,SAGINAW,M,E,7
Hispanic,65+,BENZIE,F,A,20
Caucasian,65+,CHARLEVOIX,F,Y,1
Black,18-29,CLARE,F,P,1
Hispanic,45-64,SAGINAW,M,M,9
Caucasian,30-44,KALAMAZOO,M,P,12140
Caucasian,65+,JACKSON,F,A,1549
Caucasian,30-44,LIVINGSTON,M,A,3458
Black,18-29,CHIPPEWA,F,P,30
Caucasian,30-44,DICKINSON,F,A,413
Caucasian,18-29,OTSEGO,F,P,331
Caucasian,18-29,MARQUETTE,M,A,1171
Caucasian,45-64,SAGINAW,M,A,764
Hispanic,45-64,GENESEE,F,A,398
Caucasian,18-29,HOUGHTON,M,A,268
Asian,45-64,SAGINAW,M,A,85
Hispanic,30-44,BAY,M,P,380
Caucasian,45-64,OCEANA,F,Y,1
Hispanic,30-44,MASON,F,A,40
Unknown,30-44,ALLEGAN,F,A,20
Caucasian,30-44,BERRIEN,F,E,15
Caucasian,18-29,EMMET,F,M,1
Black,18-29,BAY,F,A,20
Caucasian,45-64,CHIPPEWA,F,E,2
Black,18-29,JACKSON,F,A,87
Hispanic,30-44,BRANCH,M,A,10
Asian,45-64,ST. JOSEPH,F,P,18
Black,65+,MACOMB,M,E,1
Caucasian,30-44,GLADWIN,M,Y,1
Hispanic,18-29,MIDLAND,F,P,34
Caucasian,45-64,LAPEER,M,Y,2
Asian,30-44,MIDLAND,F,A,16
Caucasian,65+,LEELANAU,F,M,1
Asian,45-64,LENAWEE,F,P,1
Caucasian,45-64,GRAND TRAVERSE,M,A,585
Asian,30-44,INGHAM,F,A,491
Caucasian,30-44,ALLEGAN,M,M,5
Hispanic,30-44,WAYNE,M,P,4903
Black,30-44,KALAMAZOO,M,P,2536
Caucasian,18-29,ALCONA,F,P,105
Hispanic,30-44,SAGINAW,M,A,498
Caucasian,18-29,MECOSTA,M,A,279
Black,45-64,MONTCALM,F,P,24
Caucasian,18-29,SCHOOLCRAFT,M,P,22
Black,18-29,VAN BUREN,F,P,47
Native American,30-44,MACKINAC,F,P,28
Hispanic,18-29,LENAWEE,M,P,167
Unknown,65+,BARRY,F,A,1
Black,30-44,BERRIEN,F,E,20
Asian,18-29,BERRIEN,F,P,12
Black,30-44,CLINTON,F,A,135
Asian,45-64,BAY,M,A,10
Caucasian,18-29,KEWEENAW,F,P,19
Black,18-29,LENAWEE,M,P,54
Hispanic,18-29,OTTAWA,F,E,1
Hispanic,30-44,MACOMB,M,E,9
Caucasian,65+,ANTRIM,F,E,1
Unknown,65+,IONIA,F,M,1
Hispanic,18-29,SAGINAW,M,E,9
Unknown,30-44,LEELANAU,M,P,19
Hispanic,45-64,DICKINSON,M,P,1
Hispanic,30-44,HURON,M,P,1
Hispanic,30-44,ALPENA,F,P,1
Native American,30-44,KENT,M,P,1
Black,45-64,ROSCOMMON,M,A,4
Caucasian,30-44,MECOSTA,F,M,4
Black,45-64,SAGINAW,F,P,5328
Hispanic,45-64,OAKLAND,M,A,4594
Asian,18-29,GENESEE,M,A,34
Unknown,18-29,OAKLAND,M,A,1714
Caucasian,65+,ALLEGAN,M,A,445
Caucasian,18-29,ROSCOMMON,F,P,236
Unknown,45-64,WAYNE,F,P,2927
Black,18-29,GRATIOT,F,P,2
Black,18-29,CASS,M,P,42
Unknown,30-44,MONTCALM,F,P,39
Asian,65+,INGHAM,F,A,330
Caucasian,65+,BENZIE,M,P,48
Unknown,30-44,GENESEE,M,A,227
Caucasian,65+,HOUGHTON,F,Y,1
Caucasian,45-64,HILLSDALE,M,Y,2
Asian,45-64,CALHOUN,F,A,46
Black,45-64,VAN BUREN,M,A,78
Black,30-44,MANISTEE,F,P,2
Caucasian,30-44,ST. JOSEPH,F,M,1
Hispanic,30-44,GRAND TRAVERSE,M,P,42
Caucasian,65+,CALHOUN,M,M,4
Hispanic,18-29,INGHAM,F,M,2
Caucasian,18-29,ARENAC,F,M,1
Black,30-44,MIDLAND,F,P,42
Unknown,65+,LUCE,M,A,1
Caucasian,65+,PRESQUE ISLE,F,E,1
Hispanic,45-64,CHIPPEWA,F,P,1
Hispanic,65+,MUSKEGON,F,E,2
Native American,45-64,CHIPPEWA,M,P,9
Black,18-29,MIDLAND,M,A,4
Native American,65+,MUSKEGON,M,P,9
Unknown,45-64,DELTA,M,A,1
Hispanic,30-44,ALGER,M,P,9
Native American,30-44,ST. JOSEPH,F,Y,1
Asian,45-64,MARQUETTE,F,A,1
Caucasian,65+,LEELANAU,M,E,1
Hispanic,45-64,MECOSTA,M,P,9
Hispanic,45-64,LAKE,F,A,1
Hispanic,65+,OCEANA,F,P,2
Caucasian,30-44,ALPENA,F,Y,1
Caucasian,30-44,CLARE,M,A,124
Black,30-44,SAGINAW,M,P,3568
Caucasian,30-44,HILLSDALE,F,A,351
Caucasian,18-29,ANTRIM,F,P,329
Caucasian,18-29,DELTA,M,P,475
Black,65+,BERRIEN,F,P,412
Caucasian,45-64,ST. CLAIR,M,A,1028
Caucasian,30-44,BERRIEN,F,Y,14
Caucasian,30-44,MARQUETTE,M,E,26
Caucasian,30-44,ARENAC,M,P,313
Asian,45-64,OAKLAND,M,E,38
Hispanic,65+,CLINTON,F,A,21
Unknown,30-44,CASS,M,P,26
Caucasian,30-44,CLINTON,M,M,20
Unknown,45-64,SANILAC,F,P,9
Asian,30-44,GENESEE,M,P,42
Hispanic,45-64,EATON,M,A,186
Hispanic,18-29,LEELANAU,M,A,18
Hispanic,18-29,MONROE,M,A,20
Black,65+,CASS,F,A,31
Hispanic,65+,TUSCOLA,M,P,64
Black,30-44,CHIPPEWA,M,P,75
Caucasian,45-64,GRAND TRAVERSE,F,M,4
Unknown,30-44,LIVINGSTON,F,P,51
Unknown,45-64,OAKLAND,M,E,6
Unknown,65+,KENT,M,E,1
Black,45-64,MONROE,F,Y,1
Black,45-64,KALAMAZOO,F,E,10
Unknown,30-44,NEWAYGO,F,A,4
Black,18-29,CHIPPEWA,M,A,1
Hispanic,45-64,LENAWEE,F,E,1
Caucasian,45-64,BAY,M,A,484
Caucasian,65+,ST. CLAIR,F,P,559
Caucasian,45-64,CALHOUN,F,P,1072
Black,45-64,MACOMB,F,A,16547
Caucasian,30-44,OTSEGO,F,P,888
Caucasian,18-29,LIVINGSTON,F,P,5285
Unknown,30-44,MUSKEGON,F,A,235
Caucasian,30-44,BERRIEN,F,P,4170
Caucasian,30-44,MENOMINEE,M,P,353
Caucasian,30-44,MARQUETTE,M,P,2944
Caucasian,18-29,CLINTON,F,P,2027
Asian,18-29,WASHTENAW,F,A,2633
Black,18-29,KENT,F,P,3404
Caucasian,45-64,BENZIE,M,A,144
Caucasian,30-44,CHEBOYGAN,F,A,214
Asian,45-64,WAYNE,F,M,37
Unknown,30-44,OAKLAND,M,A,3250
Hispanic,65+,SAGINAW,M,A,640
Caucasian,18-29,SHIAWASSEE,M,P,1271
Caucasian,30-44,OTTAWA,M,Y,17
Asian,18-29,CLINTON,M,A,22
Caucasian,45-64,ARENAC,F,P,97
Caucasian,45-64,LEELANAU,M,A,162
Caucasian,45-64,CALHOUN,M,A,644
Unknown,18-29,BAY,F,A,33
Caucasian,45-64,ALLEGAN,F,Y,5
Caucasian,65+,GOGEBIC,F,A,140
Hispanic,65+,OCEANA,F,A,34
Asian,45-64,MONROE,F,E,1
Unknown,65+,MARQUETTE,F,A,5
Hispanic,30-44,MANISTEE,F,P,18
Hispanic,30-44,OCEANA,F,P,137
Unknown,18-29,HILLSDALE,M,P,9
Hispanic,65+,SAGINAW,M,E,4
Caucasian,30-44,GRAND TRAVERSE,M,M,2
Asian,30-44,JACKSON,F,A,2
Caucasian,30-44,MASON,F,Y,1
Black,65+,ALGER,M,P,1
Asian,65+,HOUGHTON,M,A,1
Hispanic,45-64,WASHTENAW,F,M,1
Unknown,65+,LEELANAU,F,P,9
Unknown,45-64,GRAND TRAVERSE,M,A,2
Caucasian,18-29,GRAND TRAVERSE,M,M,1
Black,65+,SAGINAW,F,A,2602
Caucasian,18-29,CALHOUN,M,A,1200
Black,45-64,KALAMAZOO,F,A,2099
Hispanic,30-44,ALLEGAN,F,A,336
Native American,45-64,OAKLAND,F,A,88
Unknown,65+,KALAMAZOO,M,A,69
Asian,30-44,EATON,F,P,40
Hispanic,30-44,MASON,F,P,102
Black,45-64,WASHTENAW,M,M,19
Native American,30-44,CHIPPEWA,M,A,11
Caucasian,65+,MONROE,F,E,5
Unknown,65+,SHIAWASSEE,M,P,9
Native American,18-29,ALGER,M,P,9
Caucasian,30-44,CHEBOYGAN,F,E,1
Unknown,65+,GOGEBIC,M,A,5
Unknown,65+,LAPEER,M,A,1
Black,45-64,GRAND TRAVERSE,M,P,1
Caucasian,45-64,LENAWEE,M,M,2
Hispanic,18-29,ALLEGAN,F,M,4
Unknown,30-44,IRON,F,P,1
Caucasian,30-44,MACOMB,F,A,30390
Caucasian,30-44,CALHOUN,F,P,6931
Black,65+,CALHOUN,M,A,194
Caucasian,45-64,WASHTENAW,F,P,2198
Black,18-29,WASHTENAW,M,A,3140
Asian,30-44,MACOMB,M,A,2952
Caucasian,18-29,CLINTON,F,A,1906
Caucasian,65+,OTSEGO,F,P,70
Caucasian,30-44,MONTMORENCY,M,P,148
Caucasian,30-44,HILLSDALE,M,P,808
Hispanic,18-29,NEWAYGO,F,A,22
Caucasian,30-44,ROSCOMMON,M,A,86
Black,65+,KENT,M,A,1056
Caucasian,45-64,KALKASKA,M,P,77
Caucasian,18-29,KALAMAZOO,U,A,16
Hispanic,18-29,SAGINAW,F,A,523
Caucasian,65+,SCHOOLCRAFT,M,P,8
Unknown,65+,BAY,M,A,1
Black,30-44,MACOMB,F,E,101
Asian,45-64,WASHTENAW,M,M,51
Black,45-64,GOGEBIC,F,P,20
Unknown,18-29,LENAWEE,M,A,10
Caucasian,30-44,MACOMB,M,M,46
Asian,45-64,CALHOUN,F,P,60
Black,18-29,MACOMB,M,Y,13
Unknown,30-44,SANILAC,F,P,20
Black,30-44,HOUGHTON,F,P,5
Asian,45-64,ALLEGAN,M,P,34
Unknown,18-29,MACKINAC,M,P,1
Caucasian,45-64,JACKSON,F,M,4
Black,45-64,BERRIEN,M,Y,10
Black,30-44,MONTCALM,M,Y,1
Hispanic,30-44,ALCONA,M,P,36
Asian,65+,KENT,M,M,1
Hispanic,30-44,ALLEGAN,M,E,1
Black,45-64,MACOMB,M,A,8655
Caucasian,30-44,GRAND TRAVERSE,F,M,9
Black,18-29,BERRIEN,F,P,1000
Caucasian,65+,ARENAC,M,P,90
Caucasian,65+,DELTA,F,A,297
Caucasian,45-64,KENT,F,Y,10
Caucasian,30-44,MANISTEE,M,P,526
Caucasian,45-64,LAKE,F,P,49
Caucasian,65+,MACKINAC,M,P,53
Hispanic,30-44,VAN BUREN,F,P,376
Caucasian,30-44,CRAWFORD,M,P,197
Hispanic,65+,GENESEE,M,P,226
Caucasian,45-64,GOGEBIC,F,A,92
Caucasian,45-64,KALAMAZOO,F,Y,6
Asian,45-64,OTTAWA,F,P,376
Hispanic,30-44,ST. JOSEPH,F,A,85
Asian,18-29,SAGINAW,F,A,33
Asian,45-64,MIDLAND,F,P,19
Black,18-29,ALLEGAN,F,A,10
Caucasian,65+,CASS,F,M,4
Unknown,18-29,CALHOUN,F,P,62
Hispanic,30-44,IONIA,F,A,102
Unknown,18-29,VAN BUREN,F,P,21
Caucasian,30-44,SAGINAW,M,E,5
Hispanic,30-44,KALKASKA,F,P,14
Native American,65+,KENT,F,A,2
Black,65+,KENT,M,E,10
Unknown,65+,CLINTON,M,A,3
Black,30-44,LUCE,F,P,9
Caucasian,30-44,MIDLAND,M,M,3
Black,18-29,BRANCH,F,P,5
Asian,45-64,MACKINAC,F,A,1
Caucasian,30-44,KENT,F,A,25253
Black,65+,WAYNE,M,A,32617
Caucasian,30-44,MUSKEGON,M,P,5484
Black,65+,BERRIEN,M,P,405
Hispanic,45-64,ST. CLAIR,F,A,97
Unknown,45-64,BAY,F,A,31
Caucasian,18-29,SANILAC,M,P,622
Caucasian,18-29,GOGEBIC,F,A,43
Asian,30-44,INGHAM,M,P,369
Caucasian,18-29,KEWEENAW,M,P,13
Black,45-64,MARQUETTE,M,P,45
Caucasian,65+,GENESEE,M,M,4
Black,30-44,CHIPPEWA,F,A,30
Hispanic,65+,MONROE,M,E,1
Caucasian,30-44,MACKINAC,M,M,2
Asian,45-64,MIDLAND,F,A,18
Hispanic,18-29,SHIAWASSEE,M,P,19
Unknown,65+,SAGINAW,M,A,94
Unknown,45-64,CLINTON,M,P,10
Caucasian,30-44,MECOSTA,M,Y,1
Black,18-29,GRAND TRAVERSE,M,A,2
Black,30-44,SAGINAW,F,M,9
Hispanic,65+,OCEANA,F,E,1
Caucasian,30-44,PRESQUE ISLE,M,M,1
Caucasian,18-29,MACOMB,U,A,1
Asian,65+,WAYNE,M,E,1
Unknown,18-29,WASHTENAW,F,Y,17
Hispanic,65+,MASON,M,P,9
Caucasian,45-64,MUSKEGON,M,P,925
Hispanic,45-64,OAKLAND,M,P,1811
Unknown,45-64,WAYNE,F,A,3220
Caucasian,45-64,MONTCALM,F,P,358
Hispanic,45-64,LIVINGSTON,F,P,6
Hispanic,18-29,CASS,M,P,65
Unknown,30-44,KENT,M,P,1042
Caucasian,65+,HILLSDALE,M,P,97
Caucasian,18-29,IOSCO,M,P,244
Caucasian,18-29,SCHOOLCRAFT,F,P,17
Unknown,18-29,INGHAM,F,P,677
Hispanic,18-29,LAPEER,F,P,116
Hispanic,45-64,MONROE,M,A,71
Hispanic,18-29,BAY,M,A,72
Unknown,45-64,MIDLAND,M,P,14
Hispanic,45-64,BRANCH,F,P,24
Caucasian,65+,LIVINGSTON,F,E,12
Hispanic,65+,HILLSDALE,F,P,16
Unknown,65+,CALHOUN,M,P,17
Caucasian,30-44,LAPEER,M,E,2
Caucasian,65+,ARENAC,M,Y,1
Unknown,45-64,GRAND TRAVERSE,M,P,9
Unknown,18-29,HOUGHTON,M,P,1
Hispanic,18-29,GENESEE,M,A,281
Caucasian,45-64,LAPEER,M,P,335
Black,45-64,BERRIEN,F,P,2285
Caucasian,30-44,OTSEGO,M,A,169
Hispanic,65+,WASHTENAW,F,P,176
Unknown,18-29,GENESEE,M,A,180
Caucasian,65+,ARENAC,F,A,127
Caucasian,30-44,CLINTON,F,E,3
Unknown,45-64,BARAGA,M,P,18
Black,18-29,MONROE,F,P,50
Unknown,30-44,OAKLAND,F,M,12
Black,45-64,LAKE,F,P,27
Caucasian,30-44,SANILAC,F,M,1
Hispanic,18-29,LIVINGSTON,F,A,41
Black,30-44,CHARLEVOIX,F,A,1
Hispanic,18-29,IONIA,F,P,74
Hispanic,45-64,NEWAYGO,M,A,75
Black,45-64,LENAWEE,M,A,28
Unknown,65+,CASS,F,P,28
Caucasian,18-29,ISABELLA,M,M,9
Caucasian,45-64,HOUGHTON,M,E,2
Asian,45-64,SAGINAW,F,M,1
Caucasian,45-64,CALHOUN,F,Y,8
Caucasian,45-64,CHIPPEWA,F,M,2
Hispanic,30-44,CHIPPEWA,F,E,1
Black,65+,CHEBOYGAN,M,A,1
Black,18-29,TUSCOLA,M,A,1
Unknown,18-29,VAN BUREN,M,A,5
Unknown,30-44,GLADWIN,F,P,10
Asian,18-29,SHIAWASSEE,F,P,9
Black,30-44,OCEANA,M,P,1
Caucasian,45-64,LAKE,F,E,1
Caucasian,30-44,VAN BUREN,F,A,1113
Caucasian,18-29,LIVINGSTON,M,P,5365
Hispanic,45-64,WAYNE,M,P,5726
Unknown,30-44,KENT,M,A,595
Caucasian,30-44,CLINTON,F,A,1686
Hispanic,65+,MUSKEGON,F,P,160
Caucasian,65+,EATON,F,P,323
Caucasian,30-44,EATON,M,A,1467
Unknown,45-64,SAGINAW,M,P,169
Asian,65+,KENT,M,A,284
Caucasian,30-44,CASS,M,A,220
Caucasian,45-64,OGEMAW,M,A,119
Unknown,18-29,KALAMAZOO,M,A,289
Caucasian,18-29,MANISTEE,M,P,325
Caucasian,65+,HOUGHTON,F,P,92
Caucasian,65+,HOUGHTON,M,M,4
Black,30-44,MONROE,M,P,21
Caucasian,45-64,MUSKEGON,F,E,5
Caucasian,65+,ROSCOMMON,F,E,8
Native American,45-64,ISABELLA,M,A,2
Black,45-64,SHIAWASSEE,M,P,9
Hispanic,30-44,WASHTENAW,F,M,15
Hispanic,65+,ST. JOSEPH,M,P,9
Caucasian,65+,ROSCOMMON,M,E,2
Unknown,65+,WAYNE,M,E,1
Asian,18-29,EATON,F,P,1
Asian,45-64,GRAND TRAVERSE,M,P,1
Black,45-64,MENOMINEE,F,P,9
Asian,18-29,OTTAWA,M,Y,9
Caucasian,45-64,OAKLAND,F,A,264694
Caucasian,18-29,GRAND TRAVERSE,F,A,1337
Caucasian,18-29,MONTCALM,F,P,1129
Unknown,30-44,VAN BUREN,F,P,58
Caucasian,45-64,KALAMAZOO,F,A,2740
Caucasian,18-29,LENAWEE,F,A,1187
Caucasian,45-64,BRANCH,F,A,112
Caucasian,65+,CHEBOYGAN,M,A,179
Caucasian,65+,LAKE,M,P,42
Caucasian,45-64,CASS,F,A,240
Black,18-29,SAGINAW,M,P,1701
Caucasian,65+,CHIPPEWA,M,P,55
Black,18-29,OTTAWA,F,A,215
Hispanic,30-44,GENESEE,M,A,391
Hispanic,45-64,CLINTON,M,P,180
Native American,45-64,GENESEE,M,A,2
Hispanic,65+,MECOSTA,M,P,9
Hispanic,30-44,CALHOUN,M,P,578
Caucasian,65+,MACOMB,F,M,17
Asian,30-44,OAKLAND,F,E,47
Hispanic,30-44,ST. CLAIR,M,P,284
Hispanic,45-64,OCEANA,M,P,100
Black,18-29,WAYNE,M,Y,17
Caucasian,18-29,LUCE,F,P,32
Hispanic,45-64,DELTA,F,P,1
Hispanic,18-29,MECOSTA,M,A,9
Black,18-29,MANISTEE,F,A,1
Native American,18-29,MACKINAC,F,P,11
Caucasian,65+,GOGEBIC,F,E,1
Black,45-64,VAN BUREN,M,E,1
Caucasian,45-64,MASON,F,M,1
Unknown,45-64,HURON,M,P,9
Black,65+,MACOMB,F,M,9
Hispanic,45-64,OAKLAND,F,A,4871
Hispanic,30-44,INGHAM,M,P,2534
Hispanic,45-64,KENT,M,P,3622
Black,30-44,TUSCOLA,F,A,1
Caucasian,45-64,IONIA,F,P,409
Caucasian,18-29,MECOSTA,F,A,512
Hispanic,30-44,MONROE,M,P,215
Black,65+,KALAMAZOO,F,P,375
Caucasian,30-44,JACKSON,M,E,3
Unknown,45-64,CLINTON,F,A,44
Caucasian,45-64,GOGEBIC,M,A,55
Hispanic,65+,OAKLAND,F,Y,2
Unknown,45-64,EMMET,M,P,11
Unknown,65+,LAPEER,M,P,19
Caucasian,65+,SHIAWASSEE,F,E,1
Caucasian,30-44,LIVINGSTON,F,E,26
Hispanic,65+,JACKSON,M,A,21
Unknown,65+,LIVINGSTON,M,A,1
Caucasian,65+,IONIA,M,E,1
Caucasian,45-64,SHIAWASSEE,F,E,12
Caucasian,45-64,GRATIOT,M,E,1
Hispanic,30-44,KALKASKA,F,A,10
Caucasian,45-64,OTTAWA,M,Y,1
Native American,18-29,MUSKEGON,F,P,9
Asian,30-44,SAGINAW,F,E,1
Black,65+,OAKLAND,M,A,59980
Caucasian,45-64,GENESEE,M,A,2468
Caucasian,30-44,KALKASKA,F,P,628
Caucasian,30-44,SAGINAW,F,A,3157
Caucasian,18-29,VAN BUREN,F,A,584
Caucasian,65+,ALGER,M,A,28
Black,65+,EATON,M,P,90
Hispanic,30-44,OTTAWA,F,A,2029
Asian,45-64,BERRIEN,M,A,86
Hispanic,18-29,ALLEGAN,F,P,667
Hispanic,65+,OTTAWA,F,P,950
Unknown,18-29,CHIPPEWA,M,P,30
Black,30-44,WAYNE,M,Y,159
Hispanic,30-44,OAKLAND,M,M,17
Black,45-64,CHIPPEWA,M,P,84
Asian,18-29,SHIAWASSEE,F,A,5
Hispanic,45-64,BARRY,M,P,30
Black,30-44,VAN BUREN,M,A,14
Black,45-64,WEXFORD,F,P,1
Hispanic,65+,BAY,F,P,74
Asian,30-44,GRAND TRAVERSE,F,A,1
Black,45-64,ALCONA,M,P,9
Hispanic,30-44,MISSAUKEE,M,A,4
Unknown,45-64,MONTCALM,F,P,10
Unknown,45-64,IONIA,M,A,1
Caucasian,18-29,LIVINGSTON,F,M,1
Hispanic,30-44,GLADWIN,F,A,4
Native American,65+,OAKLAND,F,A,4
Caucasian,65+,LENAWEE,F,M,2
Hispanic,65+,BERRIEN,M,A,53
Asian,18-29,KALAMAZOO,F,A,431
Caucasian,18-29,ALLEGAN,M,P,1879
Caucasian,30-44,DELTA,M,A,189
Unknown,30-44,WAYNE,F,A,4170
Asian,30-44,INGHAM,F,P,324
Unknown,18-29,ISABELLA,M,A,53
Hispanic,45-64,WAYNE,F,E,41
Hispanic,18-29,CLINTON,F,A,57
Black,45-64,MIDLAND,F,P,19
Caucasian,30-44,MIDLAND,M,E,7
Unknown,45-64,ST. JOSEPH,F,A,2
Unknown,30-44,CASS,F,A,18
Unknown,65+,BARAGA,M,P,1
Unknown,18-29,CASS,F,P,2
Caucasian,65+,ARENAC,F,E,1
Unknown,18-29,DICKINSON,M,P,1
Black,30-44,GENESEE,F,M,44
Hispanic,45-64,GOGEBIC,F,A,16
Caucasian,45-64,DELTA,M,E,2
Caucasian,45-64,DELTA,M,Y,1
Black,45-64,BARRY,M,A,1
Caucasian,45-64,OTSEGO,F,M,1
Caucasian,18-29,WAYNE,M,P,39112
Black,30-44,EATON,M,A,354
Black,65+,WAYNE,F,P,14076
Black,18-29,WASHTENAW,F,P,3585
Black,30-44,INGHAM,M,A,2734
Caucasian,65+,KENT,F,P,1143
Unknown,30-44,OTTAWA,F,P,662
Caucasian,18-29,ALLEGAN,M,A,989
Caucasian,30-44,LEELANAU,M,P,443
Caucasian,18-29,MACKINAC,F,P,120
Caucasian,18-29,MASON,M,P,316
Caucasian,30-44,BARAGA,F,P,152
Black,18-29,EATON,M,A,225
Caucasian,30-44,ROSCOMMON,F,A,142
Caucasian,18-29,OAKLAND,M,E,18
Caucasian,30-44,MARQUETTE,F,E,4
Native American,45-64,LENAWEE,M,P,1
Unknown,65+,EATON,M,A,24
Caucasian,30-44,MUSKEGON,M,E,1
Hispanic,65+,LIVINGSTON,M,P,1
Hispanic,30-44,ST. CLAIR,M,A,43
Caucasian,30-44,MANISTEE,M,M,1
Unknown,18-29,LENAWEE,F,A,28
Hispanic,18-29,ST. JOSEPH,F,A,46
Caucasian,30-44,CASS,M,Y,1
Hispanic,18-29,JACKSON,M,P,57
Hispanic,18-29,SAGINAW,F,M,1
Caucasian,45-64,KENT,F,M,20
Caucasian,18-29,SCHOOLCRAFT,M,A,17
Hispanic,45-64,INGHAM,F,M,5
Caucasian,65+,JACKSON,M,Y,3
Asian,45-64,MUSKEGON,F,P,34
Asian,30-44,MIDLAND,F,P,2
Hispanic,45-64,IRON,M,A,16
Caucasian,45-64,BAY,F,M,1
Caucasian,18-29,GENESEE,M,M,10
Unknown,30-44,OAKLAND,F,A,4668
Caucasian,30-44,JACKSON,F,A,2604
Caucasian,18-29,SAGINAW,F,A,2501
Caucasian,65+,OAKLAND,M,Y,106
Black,45-64,MUSKEGON,M,P,2668
Caucasian,18-29,CASS,F,P,544
Caucasian,18-29,ALPENA,M,A,174
Black,65+,KENT,F,A,1399
Black,65+,GOGEBIC,M,P,10
Caucasian,18-29,BENZIE,M,P,234
Caucasian,30-44,LAKE,M,P,88
Hispanic,18-29,MARQUETTE,F,P,49
Hispanic,45-64,WAYNE,M,Y,10
Caucasian,18-29,WASHTENAW,F,Y,131
Black,18-29,WASHTENAW,F,E,35
Hispanic,30-44,TUSCOLA,M,P,23
Black,45-64,WASHTENAW,M,E,58
Hispanic,30-44,BRANCH,F,P,31
Black,45-64,BERRIEN,F,Y,28
Hispanic,18-29,NEWAYGO,M,A,22
Asian,18-29,ISABELLA,M,A,1
Black,18-29,OAKLAND,M,Y,30
Caucasian,18-29,BERRIEN,M,M,2
Black,65+,IRON,M,A,1
Unknown,65+,LAPEER,F,P,1
Black,45-64,SAGINAW,M,Y,25
Caucasian,30-44,KALKASKA,M,M,1
Asian,18-29,MACOMB,M,Y,9
Caucasian,45-64,BARAGA,M,E,1
Hispanic,30-44,GRATIOT,F,M,1
Hispanic,45-64,EMMET,M,P,2
Black,45-64,SAGINAW,F,M,9
Black,65+,MASON,F,P,4
Caucasian,30-44,WASHTENAW,M,P,13042
Caucasian,30-44,CHIPPEWA,M,P,633
Black,18-29,INGHAM,F,A,2422
Caucasian,18-29,CHIPPEWA,F,P,292
Black,18-29,ISABELLA,F,P,90
Caucasian,65+,BAY,F,A,1088
Caucasian,65+,VAN BUREN,M,A,313
Caucasian,30-44,LEELANAU,F,P,614
Caucasian,65+,EMMET,M,A,262
Asian,18-29,MACOMB,U,A,2
Caucasian,65+,ALLEGAN,F,P,215
Caucasian,45-64,EMMET,M,A,152
Asian,65+,GENESEE,M,A,111
Caucasian,18-29,ALCONA,F,A,8
Unknown,45-64,ANTRIM,F,P,9
Unknown,18-29,MUSKEGON,F,P,21
Caucasian,65+,BARAGA,M,A,47
Caucasian,45-64,GRATIOT,M,M,1
Caucasian,30-44,CLINTON,F,Y,1
Asian,65+,EATON,M,P,32
Caucasian,18-29,MARQUETTE,F,A,2190
Caucasian,65+,GLADWIN,M,P,106
Caucasian,65+,IRON,F,A,186
Caucasian,45-64,JACKSON,M,P,611
Caucasian,45-64,GRATIOT,M,P,122
Caucasian,45-64,WASHTENAW,M,E,18
Black,45-64,CALHOUN,F,E,15
Black,65+,LAKE,M,A,20
Unknown,45-64,EATON,F,A,103
Hispanic,45-64,IONIA,F,P,68
Hispanic,18-29,KALAMAZOO,F,Y,2
Black,45-64,IONIA,F,A,10
Black,45-64,ALGER,M,P,27
Unknown,18-29,MACKINAC,F,P,9
Caucasian,18-29,GENESEE,U,P,10
Native American,18-29,INGHAM,F,A,1
Hispanic,45-64,IONIA,F,A,18
Black,18-29,WAYNE,M,E,20
Unknown,45-64,WAYNE,F,E,12
Unknown,18-29,ST. CLAIR,M,P,13
Black,30-44,BERRIEN,F,Y,20
Asian,45-64,HOUGHTON,F,A,11
Caucasian,18-29,CLINTON,U,A,1
Native American,45-64,BAY,F,P,1
Unknown,18-29,BRANCH,M,P,28
Caucasian,18-29,LEELANAU,F,P,253
Caucasian,65+,OTSEGO,F,A,186
